Frame NO., Target Total, Target NO., X(m), Y(m), Z(m), Velocity(m/s), Intensity, Intensity(Log) 
17, 22, 19, 0.4258, 0.375, 0, 0.1252, 5, 8, 
17, 22, 20, 0.4082, 1.2441, 0, -0.8766, 11, 11, 
17, 22, 21, -0.8105, 2.7637, 0, -0.8766, 8, 10, 
17, 22, 22, 1.9805, 2.0918, 0, -0.1252, 8, 10, 
18, 8, 1, 0.248, 0.5098, 0, 0.1252, 8, 10, 
18, 8, 2, 0.2676, 0.5488, 0, 0.1252, 8, 10, 
18, 8, 3, 0.6543, 1.1328, 0, -0.3757, 15, 12, 
18, 8, 4, 0.2656, 2.8242, 0, -0.1252, 12, 11, 
18, 8, 5, 0.2695, 2.8672, 0, -0.1252, 14, 12, 
18, 8, 6, -0.5664, 0, 0, 0.1252, 7, 9, 
18, 8, 7, 0.0391, 0.6094, 0, 0.1252, 7, 9, 
18, 8, 8, 1.1445, 0.6328, 0, -0.3757, 12, 11, 
19, 62, 1, 0.3809, 0.2109, 0, -0.7513, 24, 14, 
19, 62, 2, 0.4043, 0.2578, 0, -0.7513, 65, 18, 
19, 62, 3, 0.4414, 0.2813, 0, -0.7513, 73, 19, 
19, 62, 4, 0.4609, 0.3301, 0, -0.7513, 36, 16, 
19, 62, 5, 0.791, 4.998, 0, -0.7513, 12, 11, 
19, 62, 6, 0.957, 5.0137, 0, -0.7513, 11, 11, 
19, 62, 7, 0.3672, 0.2344, 0, -0.6261, 27, 14, 
19, 62, 8, 0.3906, 0.2793, 0, -0.6261, 66, 18, 
19, 62, 9, 0.4258, 0.3047, 0, -0.6261, 69, 18, 
19, 62, 10, 0.4434, 0.3535, 0, -0.6261, 34, 15, 
19, 62, 11, 0.9199, 0.7344, 0, -0.6261, 13, 11, 
19, 62, 12, 0.9551, 0.7617, 0, -0.6261, 12, 11, 
19, 62, 13, 0.6133, 1.1563, 0, -0.6261, 14, 12, 
19, 62, 14, 0.0879, 2.791, 0, -0.6261, 11, 11, 
19, 62, 15, 0.0879, 2.834, 0, -0.6261, 12, 11, 
19, 62, 16, 0.6328, 5.0215, 0, -0.6261, 10, 10, 
19, 62, 17, 0.3672, 0.2344, 0, -0.5009, 21, 13, 
19, 62, 18, 0.3906, 0.2793, 0, -0.5009, 39, 16, 
19, 62, 19, 0.4258, 0.3047, 0, -0.5009, 33, 15, 
19, 62, 20, 0.4609, 0.3301, 0, -0.5009, 13, 11, 
19, 62, 21, 0.8867, 0.709, 0, -0.5009, 11, 11, 
19, 62, 22, 0.5898, 1.0195, 0, -0.5009, 15, 12, 
19, 62, 23, 0.6113, 1.0586, 0, -0.5009, 12, 11, 
19, 62, 24, 1.8906, 1.9961, 0, -0.5009, 9, 10, 
19, 62, 25, 1.832, 2.1074, 0, -0.5009, 12, 11, 
19, 62, 26, 0.3809, 0.2109, 0, -0.3757, 10, 10, 
19, 62, 27, 0.4043, 0.2578, 0, -0.3757, 21, 13, 
19, 62, 28, 0.4258, 0.3047, 0, -0.3757, 26, 14, 
19, 62, 29, 0.4785, 0.3047, 0, -0.3757, 14, 12, 
19, 62, 30, 0.8457, 0.8184, 0, -0.3757, 15, 12, 
19, 62, 31, 1.7188, 2.1465, 0, -0.3757, 14, 12, 
19, 62, 32, 1.7461, 2.1797, 0, -0.3757, 19, 13, 
19, 62, 33, -0.4434, 2.8008, 0, -0.3757, 13, 11, 
19, 62, 34, 0.3535, 0.2539, 0, -0.2504, 15, 12, 
19, 62, 35, 0.4746, 0.2207, 0, -0.2504, 25, 14, 
19, 62, 36, 0.5137, 0.2402, 0, -0.2504, 15, 12, 
19, 62, 37, 0.9199, 0.7344, 0, -0.2504, 19, 13, 
19, 62, 38, 1.7188, 2.1465, 0, -0.2504, 14, 12, 
19, 62, 39, 1.832, 2.1074, 0, -0.2504, 19, 13, 
19, 62, 40, -0.4434, 2.8008, 0, -0.2504, 16, 12, 
19, 62, 41, -0.3809, 0.2109, 0, -0.1252, 9, 10, 
19, 62, 42, 0.4414, 0.2813, 0, -0.1252, 21, 13, 
19, 62, 43, 0.4785, 0.3047, 0, -0.1252, 13, 11, 
19, 62, 44, 0.8457, 0.8184, 0, -0.1252, 18, 13, 
19, 62, 45, 0.916, 0.8086, 0, -0.1252, 20, 13, 
19, 62, 46, 1.1074, 0.6133, 0, -0.1252, 23, 14, 
19, 62, 47, 1.1445, 0.6328, 0, -0.1252, 23, 14, 
19, 62, 48, -0.2695, 2.8672, 0, -0.1252, 10, 10, 
19, 62, 49, 0.5527, 1.041, 0, -0.6261, 11, 11, 
19, 62, 50, 0.5352, 1.0977, 0, -0.6261, 11, 11, 
19, 62, 51, 1.1445, 0.6328, 0, -0.6261, 11, 11, 
19, 62, 52, 0.5313, 1.002, 0, -0.5009, 9, 10, 
19, 62, 53, 0.8828, 0.7793, 0, -0.5009, 14, 12, 
19, 62, 54, 0.9551, 0.7617, 0, -0.5009, 11, 11, 
19, 62, 55, 0.0859, 2.748, 0, -0.5009, 7, 9, 
19, 62, 56, 0, 2.793, 0, -0.5009, 9, 10, 
19, 62, 57, 0.5898, 1.0195, 0, -0.3757, 12, 11, 
19, 62, 58, 1.5957, 2.3438, 0, -0.3757, 13, 11, 
19, 62, 59, -0.5234, 2.7422, 0, -0.2504, 16, 12, 
19, 62, 60, 1.7715, 2.2129, 0, -0.2504, 12, 11, 
19, 62, 61, 0.3281, 0.2891, 0, -0.1252, 9, 10, 
19, 62, 62, -1.0312, 0.5703, 0, -0.1252, 13, 11, 
20, 91, 1, 0.6895, 0.7285, 0, 0, 57, 18, 
20, 91, 2, 0.8867, 0.709, 0, 0.1252, 69, 18, 
20, 91, 3, 0.957, 0.6875, 0, 0.1252, 84, 19, 
20, 91, 4, 1.0313, 0.6563, 0, 0.1252, 49, 17, 
20, 91, 5, 0.3711, 0.5918, 0, 0.2504, 43, 16, 
20, 91, 6, 0.4395, 0.5977, 0, 0.2504, 69, 18, 
20, 91, 7, 0.2461, 0.7461, 0, 0.2504, 82, 19, 
20, 91, 8, 0.5449, 0.625, 0, 0.2504, 52, 17, 
20, 91, 9, 0.957, 0.6875, 0, 0.2504, 67, 18, 
20, 91, 10, 1.0313, 0.6563, 0, 0.2504, 54, 17, 
20, 91, 11, 0.3496, 0.6055, 0, 0.3757, 38, 16, 
20, 91, 12, 0.4395, 0.5977, 0, 0.3757, 73, 19, 
20, 91, 13, 0.2207, 0.7539, 0, 0.3757, 89, 20, 
20, 91, 14, 0.5449, 0.625, 0, 0.3757, 60, 18, 
20, 91, 15, 0.5449, 0.6816, 0, 0.3757, 24, 14, 
20, 91, 16, 1.1035, 0.7031, 0, 0.3757, 34, 15, 
20, 91, 17, 0.3535, 0.4434, 0, -1.0018, 24, 14, 
20, 91, 18, 0.3633, 0.4922, 0, -1.0018, 157, 22, 
20, 91, 19, 0.3672, 0.541, 0, -1.0018, 276, 24, 
20, 91, 20, 0.3926, 0.5781, 0, -1.0018, 175, 22, 
20, 91, 21, 0.418, 0.6133, 0, -1.0018, 35, 16, 
20, 91, 22, 0.3359, 0.457, 0, -0.8766, 28, 15, 
20, 91, 23, 0.3438, 0.5059, 0, -0.8766, 155, 22, 
20, 91, 24, 0.3477, 0.5547, 0, -0.8766, 260, 24, 
20, 91, 25, 0.3711, 0.5918, 0, -0.8766, 160, 22, 
20, 91, 26, 0.418, 0.6133, 0, -0.8766, 30, 15, 
20, 91, 27, 0.3535, 0.4434, 0, -0.7513, 10, 10, 
20, 91, 28, 0.3633, 0.4922, 0, -0.7513, 63, 18, 
20, 91, 29, 0.3672, 0.541, 0, -0.7513, 111, 20, 
20, 91, 30, 0.4141, 0.5625, 0, -0.7513, 76, 19, 
20, 91, 31, 0.4863, 0.5605, 0, -0.7513, 23, 14, 
20, 91, 32, 0.6758, 2.6191, 0, -0.7513, 34, 15, 
20, 91, 33, 0.6875, 2.6621, 0, -0.7513, 66, 18, 
20, 91, 34, 0.6973, 2.7031, 0, -0.7513, 50, 17, 
20, 91, 35, 0.7969, 2.7207, 0, -0.7513, 16, 12, 
20, 91, 36, 0.3633, 0.4922, 0, -0.6261, 38, 16, 
20, 91, 37, 0.3887, 0.5273, 0, -0.6261, 110, 20, 
20, 91, 38, 0.4141, 0.5625, 0, -0.6261, 108, 20, 
20, 91, 39, 0.4629, 0.5781, 0, -0.6261, 41, 16, 
20, 91, 40, 0.5645, 0.5469, 0, -0.6261, 10, 10, 
20, 91, 41, 1.6914, 2.1113, 0, -0.6261, 58, 18, 
20, 91, 42, 1.7188, 2.1465, 0, -0.6261, 120, 21, 
20, 91, 43, 1.7461, 2.1797, 0, -0.6261, 97, 20, 
20, 91, 44, 1.8613, 2.1406, 0, -0.6261, 34, 15, 
20, 91, 45, 0.3438, 0.5059, 0, -0.5009, 82, 19, 
20, 91, 46, 0.3672, 0.541, 0, -0.5009, 242, 24, 
20, 91, 47, 0.3926, 0.5781, 0, -0.5009, 244, 24, 
20, 91, 48, 0.4395, 0.5977, 0, -0.5009, 92, 20, 
20, 91, 49, -0.4219, 2.6719, 0, -0.5009, 30, 15, 
20, 91, 50, 1.7188, 2.1465, 0, -0.5009, 66, 18, 
20, 91, 51, 1.7461, 2.1797, 0, -0.5009, 66, 18, 
20, 91, 52, 1.9492, 2.0586, 0, -0.5009, 33, 15, 
20, 91, 53, 0.3438, 0.5059, 0, -0.3757, 110, 20, 
20, 91, 54, 0.3477, 0.5547, 0, -0.3757, 314, 25, 
20, 91, 55, 0.3711, 0.5918, 0, -0.3757, 322, 25, 
20, 91, 56, 0.418, 0.6133, 0, -0.3757, 127, 21, 
20, 91, 57, 1.6914, 2.1113, 0, -0.3757, 30, 15, 
20, 91, 58, 1.6328, 2.2109, 0, -0.3757, 49, 17, 
20, 91, 59, 1.5703, 2.3086, 0, -0.3757, 39, 16, 
20, 91, 60, 1.7715, 2.2129, 0, -0.3757, 26, 14, 
20, 91, 61, 0.3633, 0.4922, 0, -0.2504, 64, 18, 
20, 91, 62, 0.3672, 0.541, 0, -0.2504, 170, 22, 
20, 91, 63, 0.3926, 0.5781, 0, -0.2504, 179, 23, 
20, 91, 64, 0.418, 0.6133, 0, -0.2504, 74, 19, 
